"IDENTIFIANT";"NDEG_FINESS_RPPS";"ANNEE_DE_RECEPTION";"ENCOURS_NB_RECLA_TOTAL";"ENCOURS_NB_RECLA_MOTIF_10";"ENCOURS_NB_RECLA_MOTIF_11";"ENCOURS_NB_RECLA_MOTIF_12";"ENCOURS_NB_RECLA_MOTIF_13";"ENCOURS_NB_RECLA_MOTIF_14";"ENCOURS_NB_RECLA_MOTIF_15";"ENCOURS_NB_RECLA_MOTIF_16";"ENCOURS_NB_RECLA_MOTIF_17";"ENCOURS_NB_RECLA_MOTIF_18";"ENCOURS_NB_RECLA_MOTIF_19";"ENCOURS_NB_RECLA_MOTIF_155";"ENCOURS_NB_RECLA_MOTIF_156";"CLOT_NB_RECLA_TOTAL";"CLOT_NB_RECLA_MOTIF_10";"CLOT_NB_RECLA_MOTIF_11";"CLOT_NB_RECLA_MOTIF_12";"CLOT_NB_RECLA_MOTIF_13";"CLOT_NB_RECLA_MOTIF_14";"CLOT_NB_RECLA_MOTIF_15";"CLOT_NB_RECLA_MOTIF_16";"CLOT_NB_RECLA_MOTIF_17";"CLOT_NB_RECLA_MOTIF_18";"CLOT_NB_RECLA_MOTIF_19";"CLOT_NB_RECLA_MOTIF_155";"CLOT_NB_RECLA_MOTIF_156"
"0200047352022";"020004735";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200047352023";"020004735";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"0200047502022";"020004750";"2022";1;;1;1;;;1;;;;;;;;;;;;;;;;;;;
"0200047762023";"020004776";"2023";1;1;;;;;;;;;;;;;;;;;;;;;;;;
"0200049332023";"020004933";"2023";1;;;;;;1;;;;;;;1;;;;;;;;;;;1;
"0200049902022";"020004990";"2022";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"0200056172021";"020005617";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200062842022";"020006284";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"0200063912022";"020006391";"2022";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"0200066642021";"020006664";"2021";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"0200066642023";"020006664";"2023";4;3;;;;;;;;;;1;;1;1;;;;;;;;;;;
"0200067142023";"020006714";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"0200070192021";"020007019";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200072742021";"020007274";"2021";2;;;1;;;1;1;;;;1;;1;;;;;;;;;;;1;
"0200072742022";"020007274";"2022";;;;;;;;;;;;;;3;;;;;;1;;;;;2;
"0200072742023";"020007274";"2023";2;;;1;;;;;;;;1;;4;2;;;;;;;;;;1;
"0200072822021";"020007282";"2021";2;1;;;;;;;;;;;1;1;;;;;;;;;;;1;
"0200072822022";"020007282";"2022";2;;;1;;;;;;;;1;;2;;;;;;1;;;;;1;
"0200072822023";"020007282";"2023";6;;;2;;;4;;;;;;;1;;;;;;;;;;;1;
"0200072902021";"020007290";"2021";1;;;1;;;;;;;;;;1;;;;;;;;;;;;1
"0200072902022";"020007290";"2022";5;;2;;1;;;;;;;2;;1;;;1;;;;;;;;;
"0200072902023";"020007290";"2023";2;;;2;;;;;;;;;;9;1;;1;;;1;;;;;5;
"0200073082021";"020007308";"2021";1;;;;;;;;;;;1;;1;;1;1;;;1;;;;;;
"0200073082022";"020007308";"2022";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"0200073082023";"020007308";"2023";10;1;1;1;;;4;;;;;4;;8;;2;;;;2;;;;;5;
"0200078292021";"020007829";"2021";;;;;;;;;;;;;;3;;;1;;;;;;;;2;
"0200078292022";"020007829";"2022";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"0200084392022";"020008439";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200084472021";"020008447";"2021";1;;1;;;;;;;;;;1;;;;;;;;;;;;;
"0200084472022";"020008447";"2022";1;;1;1;1;;;;;;;;;;;;;;;;;;;;;
"0200084472023";"020008447";"2023";2;1;;;;;1;;;;;;;;;;;;;;;;;;;
"0200086372021";"020008637";"2021";1;;;;;;;;;;;1;;1;;;;;;;;;;;1;
"0200087022022";"020008702";"2022";1;1;1;1;;;;;;;;;;2;;;;;;1;;;;;1;
"0200087022023";"020008702";"2023";3;;;2;;;1;;;;;;;1;;;;;;1;;;;;;
"0200087102023";"020008710";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200087932023";"020008793";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"0200088272023";"020008827";"2023";2;;2;;;;;;;;;;;;;;;;;;;;;;;
"0200090232021";"020009023";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200090232022";"020009023";"2022";3;1;1;1;2;;;;;;;;;3;1;;;;;;;;;;2;
"0200090232023";"020009023";"2023";1;;;1;;;;;;;;;;4;;;;;;2;;;;;1;
"0200090722022";"020009072";"2022";1;1;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200090722023";"020009072";"2023";3;2;;2;;;;;;;;;;1;;;;;;;;;;;1;
"0200091142022";"020009114";"2022";;;;;;;;;;;;;;3;;;;;;;;;;;3;
"0200091142023";"020009114";"2023";2;;;;;;1;;;;;1;;2;;1;;;;;;;;;1;
"0200091972021";"020009197";"2021";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"0200091972022";"020009197";"2022";;;;;;;;;;;;;;3;;;;;;;;;;;3;
"0200091972023";"020009197";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"0200092472021";"020009247";"2021";;;;;;;;;;;;;;2;;;;;;1;;;;;1;
"0200094112022";"020009411";"2022";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"0200094292023";"020009429";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200095932021";"020009593";"2021";;;;;;;;;;;;;;3;;1;;;1;;;;;;1;1
"0200095932022";"020009593";"2022";1;;;;;;;;;;;1;;1;;;;;;1;;;;;;
"0200095932023";"020009593";"2023";2;;;1;;;;;;;;1;;2;;;;;;;;;;;2;
"0200096502021";"020009650";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200096502022";"020009650";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200099322023";"020009932";"2023";;;;;;;;;;;;;;3;1;;;;;;;;;;2;
"0200100472021";"020010047";"2021";;;;;;;;;;;;;;2;;;;;;1;;;;;1;
"0200100472022";"020010047";"2022";1;;;;;;;;;;;;1;;;;;;;;;;;;;
"0200100472023";"020010047";"2023";1;;;1;;;1;;;;;;;;;;;;;;;;;;;
"0200101122021";"020010112";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200103692021";"020010369";"2021";2;;;1;;;;;;;;1;;;;;;;;;;;;;;
"0200103692022";"020010369";"2022";3;;;;;;1;;;;;2;;2;;;;;;2;;;;;;
"0200104012021";"020010401";"2021";2;;;1;;;1;;;;;;;1;;;;;;1;;;;;;
"0200104012022";"020010401";"2022";2;;;;;;;;;;;2;;7;;;1;;;1;;;;;5;
"0200104012023";"020010401";"2023";2;;;2;;;;;;;;;;1;;;;;;;;;;;1;
"0200104352023";"020010435";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200105592021";"020010559";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200107992021";"020010799";"2021";;;;;;;;;;;;;;3;;;;;;;;;;;3;
"0200107992022";"020010799";"2022";2;;;;;;1;;;;;1;;;;;;;;;;;;;;
"0200107992023";"020010799";"2023";3;2;;2;;1;2;;;;;;;5;1;1;;;;2;;;;;1;
"0200108492021";"020010849";"2021";;;;;;;;;;;;;;4;;1;;;;;;;;;3;
"0200108492022";"020010849";"2022";1;1;1;;;;;;;;;;;;;;;;;;;;;;;
"0200108492023";"020010849";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"0200108982022";"020010898";"2022";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"0200109972022";"020010997";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;1
"0200111282023";"020011128";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200122582021";"020012258";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200122582022";"020012258";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"0200124802022";"020012480";"2022";;;;;;;;;;;;;;3;;;;;;;;;;;3;
"0200124802023";"020012480";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200125062021";"020012506";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"0200125222021";"020012522";"2021";1;;;1;;;;1;;;;;;1;1;;;;;;;;;;;
"0200125222022";"020012522";"2022";1;;1;1;;;;;;;;;;;;;;;;;;;;;;
"0200125222023";"020012522";"2023";1;;;1;;;;;;;;;;2;;;;;;1;;;;;1;
"0200125482021";"020012548";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200125482022";"020012548";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200125482023";"020012548";"2023";;;;;;;;;;;;;;3;;;;;;;;;;;3;
"0200126392021";"020012639";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"0200126392022";"020012639";"2022";3;;;1;;;1;;;;;1;;;;;;;;;;;;;;
"0200126392023";"020012639";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"0200127792021";"020012779";"2021";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"0200127792023";"020012779";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200129282021";"020012928";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200129362023";"020012936";"2023";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"0200129692021";"020012969";"2021";2;;;1;;;;;;;;1;;2;;;;;;;;;;;2;
"0200129692022";"020012969";"2022";1;;;1;;;;;;;;;;1;;;;;;1;;;;;;
"0200129692023";"020012969";"2023";2;;;1;1;;;;;;;;;2;;;;;;;;;;;2;
"0200129932022";"020012993";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200130332021";"020013033";"2021";1;;1;1;;;;;;;;;;3;;;;;;;;;;;3;
"0200130332022";"020013033";"2022";3;1;;1;;;1;;;;;1;;;;;;;;;;;;;;
"0200130582023";"020013058";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;
"0200131082021";"020013108";"2021";;;;;;;;;;;;;;3;;;;;;;;;;;3;
"0200131082022";"020013108";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200133482023";"020013348";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"0200138192021";"020013819";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200138192022";"020013819";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200138192023";"020013819";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200139182022";"020013918";"2022";1;;;;;;;;;;;1;;1;;;;;;;;;;;1;
"0200140492022";"020014049";"2022";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"0200141302023";"020014130";"2023";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"0200142472021";"020014247";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"0200142472023";"020014247";"2023";;;;;;;;;;;;;;4;;;;;;;;;;;4;
"0200142962021";"020014296";"2021";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"0200144452022";"020014445";"2022";;;;;;;;;;;;;;1;;1;;;;1;1;;;;;
"0200144522021";"020014452";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200145022021";"020014502";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200145022022";"020014502";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"0200145442021";"020014544";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"0200145512021";"020014551";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200145512023";"020014551";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200145692022";"020014569";"2022";1;;;;;;;;;;;1;;1;1;;;;;;;;;;;
"0200145692023";"020014569";"2023";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"0200147002021";"020014700";"2021";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"0200147002022";"020014700";"2022";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"0200147002023";"020014700";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200148742021";"020014874";"2021";;;;;;;;;;;;;;2;1;;;;;;;;;;1;
"0200148742022";"020014874";"2022";1;;;1;;;;;;;;1;;2;;;;;;;;;;;2;
"0200148742023";"020014874";"2023";3;;1;2;;;;;;;;;;1;;1;;;;;;;;;;
"0200148902022";"020014890";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200149162023";"020014916";"2023";;;;;;;;;;;;;;3;;;;;;;;;;;3;
"0200149322021";"020014932";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200149402021";"020014940";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200149402023";"020014940";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200149572022";"020014957";"2022";2;1;1;;;;1;;;;;;;;;;;;;;;;;;;
"0200149572023";"020014957";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"0200152692023";"020015269";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200153012021";"020015301";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200153922021";"020015392";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200153922022";"020015392";"2022";;;;;;;;;;;;;;2;;1;;;;1;;;;;2;
"0200157312021";"020015731";"2021";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"0200157642021";"020015764";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200159392021";"020015939";"2021";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"0200159392022";"020015939";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200161432023";"020016143";"2023";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"0200162342023";"020016234";"2023";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"0200162912021";"020016291";"2021";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"0200162912023";"020016291";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200165642022";"020016564";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200168872021";"020016887";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200168872022";"020016887";"2022";1;;1;;;;;;;;;;;1;;;;;;1;;;;;;
"0200168872023";"020016887";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200175132021";"020017513";"2021";;;;;;;;;;;;;;3;;;;;;;;;;;3;
"0200175132022";"020017513";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200175132023";"020017513";"2023";;;;;;;;;;;;;;3;;;;;;;;;;;3;
"0200176952023";"020017695";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200180992023";"020018099";"2023";1;;;;;;;;;;;1;;2;;;;;;;;;;;2;
"0200181072021";"020018107";"2021";;;;;;;;;;;;;;3;;;;;;;;;;;3;
"0200181072022";"020018107";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"0200181492021";"020018149";"2021";;;;;;;;;;;;;;5;;;;;;;;;;;5;
"0200181492022";"020018149";"2022";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"02021";"0";"2021";270;6;51;28;7;39;46;10;10;8;3;28;76;2152;68;223;155;46;278;358;140;82;56;33;215;912
"02022";"0";"2022";282;7;70;38;14;51;69;17;14;4;10;36;23;1909;49;228;239;71;501;341;130;99;17;39;240;300
"02023";"0";"2023";796;29;238;108;32;225;109;47;29;7;22;48;6;1620;72;312;193;44;409;326;123;88;21;40;238;45
"0300000122021";"030000012";"2021";;;;;;;;;;;;;;2;1;;;;;;;;;;;1
"0300000612021";"030000061";"2021";;;;;;;;;;;;;;9;;1;3;1;1;3;1;;;;;1
"0300000612022";"030000061";"2022";1;;;1;;;1;;;;;;;10;;1;6;1;;7;2;;;;;
"0300000612023";"030000061";"2023";2;;2;1;;;2;1;;;;;;3;;;3;1;1;1;;;;;;
"0300000792021";"030000079";"2021";;;;;;;;;;;;;;12;1;4;5;;1;4;;;;;;
"0300000792022";"030000079";"2022";1;;;1;;;1;;;;;;;10;;2;8;;1;3;1;;;;;
"0300000792023";"030000079";"2023";6;;2;5;;;3;;;;;;;5;;1;2;1;;1;;;;;;
"0300000872021";"030000087";"2021";;;;;;;;;;;;;;8;;;6;;1;1;;;;;;
"0300000872022";"030000087";"2022";1;;;1;;;1;;;;;;;7;2;1;4;;;1;;;;;;
"0300000872023";"030000087";"2023";2;;;2;;;;;;;;;;1;;1;1;;;;;;;;;
"0300001602022";"030000160";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"0300012672022";"030001267";"2022";1;;1;;1;;;1;;;;;;;;;;;;;;;;;;
"0300022082022";"030002208";"2022";;;;;;;;;;;;;;1;;;1;1;;1;;;;;;
"0300042382023";"030004238";"2023";1;1;1;1;;;1;;;;;;;;;;;;;;;;;;;
"0300042792021";"030004279";"2021";1;;;;;1;;;;;;;;;;;;;;;;;;;;
"0300044282021";"030004428";"2021";;;;;;;;;;;;;;2;;;;;;;;;;;;2
"0300056492022";"030005649";"2022";2;2;1;1;;;;;;;;;;;;;;;;;;;;;;
"0300056492023";"030005649";"2023";1;1;;;;;;;;;;;;;;;;;;;;;;;;
"0300067532022";"030006753";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"0300069022021";"030006902";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"0300072072021";"030007207";"2021";1;;1;;;;;;;;;;;1;;;;;;1;;;;;;
"0300072072023";"030007207";"2023";1;1;1;;1;;;;;;;;;;;;;;;;;;;;;
"0300074962021";"030007496";"2021";;;;;;;;;;;;;;1;;1;1;;;;;;;;;1
"0300083122022";"030008312";"2022";1;;1;;;1;;;;;;;;;;;;;;;;;;;;
"0300083202023";"030008320";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"0300083382023";"030008338";"2023";;;;;;;;;;;;;;1;;1;1;;;;;;;;;
"0307800842023";"030780084";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"0307801422023";"030780142";"2023";2;1;1;1;;;;;;;;;;;;;;;;;;;;;;
"0307802902021";"030780290";"2021";1;;;;;1;;;;;;;;;;;;;;;;;;;;
"0307802902022";"030780290";"2022";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"0307805482022";"030780548";"2022";;;;;;;;;;;;;;2;;1;2;1;;1;;;;;;
"0307805482023";"030780548";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"0307806052021";"030780605";"2021";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"0307806622021";"030780662";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"0307807202021";"030780720";"2021";2;;;;;1;2;;;;;;;;;;;;;;;;;;;
"0307807202023";"030780720";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"0307807532022";"030780753";"2022";1;;1;;;;1;;;;;;1;;;;;;;;;;;;;
"0307807532023";"030780753";"2023";1;;1;;;;1;1;;;;;;;;;;;;;;;;;;
"0307807612023";"030780761";"2023";1;1;1;;1;;;;;;;;;;;;;;;;;;;;;
"0307809282022";"030780928";"2022";1;;1;1;;;1;;;;;;;;;;;;;;;;;;;
"0307809362022";"030780936";"2022";2;;1;1;;;2;;;;;;;;;;;;;;;;;;;
"0307809442023";"030780944";"2023";2;1;1;;;2;;;1;;;;;;;;;;;;;;;;;
"0307809512021";"030780951";"2021";1;;;;;;1;;;;;;;1;;;;;;;;;;;;1
"0307809512022";"030780951";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;1
"0307809852021";"030780985";"2021";1;1;1;;;;;;;;;;;1;;;;;;1;;;;;;
"0307809852022";"030780985";"2022";1;;;;1;;1;1;;;;;;2;;1;;;;1;2;;;;;
"0307809932021";"030780993";"2021";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"0307810092021";"030781009";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"0307810092022";"030781009";"2022";1;;;;1;;1;;;;;;;;;;;;;;;;;;;
"0307811162021";"030781116";"2021";;;;;;;;;;;;;;4;;;3;;;;;;;;;2
"0307811162022";"030781116";"2022";2;;;2;1;;2;;;;;;;;;;;;;;;;;;;
"0307811162023";"030781116";"2023";;;;;;;;;;;;;;1;;;1;;;1;1;1;;;;
"0307814052021";"030781405";"2021";1;;;;;;1;;;;;;;1;1;;;;;;;;;;;
"0307814132021";"030781413";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"0307825692021";"030782569";"2021";2;1;1;;2;;2;;;;;;;;;;;;;;;;;;;
"0307825692023";"030782569";"2023";1;;1;1;1;;;;;;;;;;;;;;;;;;;;;
"0307825852022";"030782585";"2022";2;;1;1;1;;1;;;;;;;;;;;;;;;;;;;
"0307825852023";"030782585";"2023";3;2;1;1;1;;;;;;;;;;;;;;;;;;;;;
"0307826012023";"030782601";"2023";1;;;;1;;;1;;;;;;;;;;;;;;;;;;
"0307826272021";"030782627";"2021";2;;;1;;1;;;;;;;1;;;;;;;;;;;;;
"0307826272023";"030782627";"2023";2;;;2;1;;1;;;;;;;;;;;;;;;;;;;
"0307830132021";"030783013";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;1;
"0307831952021";"030783195";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;
"0307832292022";"030783229";"2022";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"0307833512021";"030783351";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"0307833512023";"030783351";"2023";2;;1;2;;;;;;;;;;;;;;;;;;;;;;
"0307835832023";"030783583";"2023";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"0307838802021";"030783880";"2021";1;;;;1;;;;;;;;;;;;;;;;;;;;;
"0307838802022";"030783880";"2022";3;1;1;1;;;2;1;;;;;1;;;;;;;;;;;;;
"0307838802023";"030783880";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"0307840292021";"030784029";"2021";1;;;;1;;;;;;;;;;;;;;;;;;;;;
"0307841362023";"030784136";"2023";1;;1;1;;;;;;;;;;;;;;;;;;;;;;
"0307841692023";"030784169";"2023";1;;1;1;;;;;;;;;;;;;;;;;;;;;;
"0307850422022";"030785042";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"0307850422023";"030785042";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"0307852162023";"030785216";"2023";1;;1;1;1;;1;;;;;;;;;;;;;;;;;;;
"0307853152021";"030785315";"2021";1;;;;;1;;;;;;;;;;;;;;;;;;;;
"0307854302021";"030785430";"2021";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"0307854302022";"030785430";"2022";;;;;;;;;;;;;;2;;;1;;;1;;;;;;
"0307855392021";"030785539";"2021";1;1;;;;;;1;;;;;;;;;;;;;;;;;;
"0307855392023";"030785539";"2023";;;;;;;;;;;;;;1;1;1;;;;1;;;;;;
"0307857782023";"030785778";"2023";1;;1;1;1;;;;;;;;;;;;;;;;;;;;;
"0307858442021";"030785844";"2021";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"0307858442022";"030785844";"2022";;;;;;;;;;;;;;1;;;;1;;1;;;;;;
"0307863962022";"030786396";"2022";1;;;1;1;;1;;;;;;;;;;;;;;;;;;;
"0400000362022";"040000036";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"0400000692021";"040000069";"2021";;;;;;;;;;;;;;5;;1;1;;;5;;;;;;
"0400000932021";"040000093";"2021";1;;1;;;;1;;;;;;;;;;;;;;;;;;;
"0400000932022";"040000093";"2022";;;;;;;;;;;;;;1;;1;1;;;1;;;;;;
"0400000932023";"040000093";"2023";3;;1;1;;;3;;;;;;;3;;;1;;;3;;;;;;
"0400001192021";"040000119";"2021";;;;;;;;;;;;;;1;1;1;;;;1;;;;;;
"0400001352022";"040000135";"2022";;;;;;;;;;;;;;3;1;1;1;;;;;;;;;
"0400009112021";"040000911";"2021";1;;;;;;;1;;;;;;4;;;;;;2;2;;;;1;
"0400009112022";"040000911";"2022";;;;;;;;;;;;;;2;1;;1;;;;;;;;;
"0400009112023";"040000911";"2023";1;;;;;1;1;;;;;;;;;;;;;;;;;;;
"0400022482021";"040002248";"2021";;;;;;;;;;;;;;1;;;;1;;1;;;;;;
"0400022482023";"040002248";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"0400022892021";"040002289";"2021";;;;;;;;;;;;;;4;;2;;;;;;;;;;2
"0400022892023";"040002289";"2023";1;;1;1;;;;;;;;;;1;;;;;;1;;;;;;
"0400030062022";"040003006";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"0400038992022";"040003899";"2022";;;;;;;;;;;;;;2;;2;;1;;1;;;;;;1
"0400039802023";"040003980";"2023";;;;;;;;;;;;;;2;;;1;;1;1;;;;;;
"0400042282023";"040004228";"2023";1;;1;;;;1;;;;;;;;;;;;;;;;;;;
"0400046162022";"040004616";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"0400050432021";"040005043";"2021";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"0400052582022";"040005258";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"0400063142022";"040006314";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"0400063142023";"040006314";"2023";3;;2;1;;;1;1;;;;1;;3;;1;;;;3;1;;;;;
"0407803222021";"040780322";"2021";;;;;;;;;;;;;;1;;1;1;;;1;;;;;;
"0407803892021";"040780389";"2021";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"0407803892022";"040780389";"2022";;;;;;;;;;;;;;1;;1;;;;1;1;;;;;
"0407804052022";"040780405";"2022";;;;;;;;;;;;;;2;;1;;;;;;1;;;;
"0407804052023";"040780405";"2023";;;;;;;;;;;;;;2;1;1;;;;2;;;;;;
"0407807022021";"040780702";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"0407807022022";"040780702";"2022";2;;1;;;;2;;;;;;;;;;;;;;;;;;;
"0407807022023";"040780702";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"0407808922023";"040780892";"2023";1;;;;;;1;;;;;;;1;;;;;;1;;;;;;
"0407809182023";"040780918";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"0407810232022";"040781023";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"0407810232023";"040781023";"2023";1;;1;1;;;1;;;;;;;;;;;;;;;;;;;
"0407820212021";"040782021";"2021";2;;;;;;1;;;;;;1;2;;1;1;;;;;;;;;
"0407820212022";"040782021";"2022";1;;;;;;;;;;;;1;1;;1;;;;1;;;1;;;
"0407848372023";"040784837";"2023";1;;;;;;1;1;;;;;;;;;;;;;;;;;;
"0407850652021";"040785065";"2021";1;;1;;1;;1;;;;;;;1;;;1;;;1;;;;;;
"0407850652022";"040785065";"2022";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"0407850652023";"040785065";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"0407856282022";"040785628";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"0407856772021";"040785677";"2021";1;;;1;;;;;;;;;;1;;;;;;1;;;;;;
"0407856772022";"040785677";"2022";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"0407857762023";"040785776";"2023";;;;;;;;;;;;;;1;;;;;;;1;;;;;
